persona-id,emotion-id,type,emotion,situation,age_id,sex_id
Pro_00231,S02_D02_E60,E60,기쁨,"['S02', 'D02']",A02,G01
Pro_07288,S09_D02_E37,E37,걱정스러운,"['S09', 'D02']",A02,G01
Pro_08828,S09_D02_E17,E17,구역질 나는,"['S09', 'D02']",A02,G01
Pro_10596,S11_D01_E45,E45,"가난한, 불우한","['S11', 'D01']",A02,G01
Pro_05156,S04_D02_E65,E65,흥분,"['S04', 'D02']",A02,G01
Pro_09784,S04_D02_E13,E13,짜증내는,"['S04', 'D02']",A02,G01
Pro_07151,S08_D02_E20,E20,슬픔,"['S08', 'D02']",A02,G01
Pro_05261,S05_D02_E50,E50,당황,"['S05', 'D02']",A02,G01
Pro_05349,S06_D02_E18,E18,노여워하는,"['S06', 'D02']",A02,G01
Pro_11299,S04_D01_E28,E28,낙담한,"['S04', 'D01']",A02,G01
Pro_05360,S06_D02_E29,E29,환멸을 느끼는,"['S06', 'D02']",A02,G01
Pro_12155,S11_D01_E44,E44,충격 받은,"['S11', 'D01']",A02,G01
Pro_03668,S05_D02_E17,E17,구역질 나는,"['S05', 'D02']",A02,G01
Pro_10588,S11_D01_E37,E37,걱정스러운,"['S11', 'D01']",A02,G01
Pro_07032,S07_D02_E21,E21,실망한,"['S07', 'D02']",A02,G01
Pro_07038,S07_D02_E27,E27,눈물이 나는,"['S07', 'D02']",A02,G01
Pro_01893,S03_D02_E42,E42,배신당한,"['S03', 'D02']",A02,G01
Pro_01651,S01_D02_E40,E40,상처,"['S01', 'D02']",A02,G01
Pro_01772,S02_D02_E41,E41,질투하는,"['S02', 'D02']",A02,G01
Pro_05153,S04_D02_E62,E62,신뢰하는,"['S04', 'D02']",A02,G01
Pro_08880,S09_D02_E69,E69,자신하는,"['S09', 'D02']",A02,G01
Pro_05128,S04_D02_E37,E37,걱정스러운,"['S04', 'D02']",A02,G01
Pro_10674,S11_D02_E63,E63,편안한,"['S11', 'D02']",A02,G01
Pro_10810,S13_D01_E19,E19,성가신,"['S13', 'D01']",A02,G01
Pro_05109,S04_D02_E18,E18,노여워하는,"['S04', 'D02']",A02,G01
Pro_07063,S07_D02_E52,E52,남의 시선을 의식하는,"['S07', 'D02']",A02,G01
Pro_03581,S04_D02_E50,E50,당황,"['S04', 'D02']",A02,G01
Pro_10673,S11_D02_E62,E62,신뢰하는,"['S11', 'D02']",A02,G01
Pro_07304,S09_D02_E53,E53,외로운,"['S09', 'D02']",A02,G01
Pro_05361,S06_D02_E30,E30,불안,"['S06', 'D02']",A02,G01
Pro_11387,S04_D02_E56,E56,부끄러운,"['S04', 'D02']",A02,G01
Pro_07178,S08_D02_E47,E47,억울한,"['S08', 'D02']",A02,G01
Pro_03781,S06_D02_E10,E10,분노,"['S06', 'D02']",A02,G01
Pro_05346,S06_D02_E15,E15,악의적인,"['S06', 'D02']",A02,G01
Pro_05255,S05_D02_E44,E44,충격 받은,"['S05', 'D02']",A02,G01
Pro_01767,S02_D02_E36,E36,회의적인,"['S02', 'D02']",A02,G01
Pro_10887,S13_D02_E36,E36,회의적인,"['S13', 'D02']",A02,G01
Pro_00238,S02_D02_E67,E67,안도,"['S02', 'D02']",A02,G01
Pro_03833,S06_D02_E62,E62,신뢰하는,"['S06', 'D02']",A02,G01
Pro_05244,S05_D02_E33,E33,취약한,"['S05', 'D02']",A02,G01
Pro_01742,S02_D02_E11,E11,툴툴대는,"['S02', 'D02']",A02,G01
Pro_05355,S06_D02_E24,E24,우울한,"['S06', 'D02']",A02,G01
Pro_01654,S01_D02_E43,E43,고립된,"['S01', 'D02']",A02,G01
Pro_11342,S04_D02_E11,E11,툴툴대는,"['S04', 'D02']",A02,G01
Pro_05260,S05_D02_E49,E49,버려진,"['S05', 'D02']",A02,G01
Pro_07070,S07_D02_E59,E59,혼란스러운(당황한),"['S07', 'D02']",A02,G01
Pro_08720,S08_D02_E29,E29,환멸을 느끼는,"['S08', 'D02']",A02,G01
Pro_05250,S05_D02_E39,E39,초조한,"['S05', 'D02']",A02,G01
Pro_03566,S04_D02_E35,E35,당혹스러운,"['S04', 'D02']",A02,G01
Pro_03587,S04_D02_E56,E56,부끄러운,"['S04', 'D02']",A02,G01
Pro_03676,S05_D02_E25,E25,마비된,"['S05', 'D02']",A02,G01
Pro_05248,S05_D02_E37,E37,걱정스러운,"['S05', 'D02']",A02,G01
Pro_09754,S04_D01_E43,E43,고립된,"['S04', 'D01']",A02,G01
Pro_01890,S03_D02_E39,E39,초조한,"['S03', 'D02']",A02,G01
Pro_00338,S03_D02_E47,E47,억울한,"['S03', 'D02']",A02,G01
Pro_09748,S04_D01_E37,E37,걱정스러운,"['S04', 'D01']",A02,G01
Pro_00334,S03_D02_E43,E43,고립된,"['S03', 'D02']",A02,G01
Pro_00353,S03_D02_E62,E62,신뢰하는,"['S03', 'D02']",A02,G01
Pro_03836,S06_D02_E65,E65,흥분,"['S06', 'D02']",A02,G01
Pro_08953,S10_D02_E22,E22,비통한,"['S10', 'D02']",A02,G01
Pro_10674,S11_D02_E63,E63,편안한,"['S11', 'D02']",A02,G01
Pro_05131,S04_D02_E40,E40,상처,"['S04', 'D02']",A02,G01
Pro_05235,S05_D02_E24,E24,우울한,"['S05', 'D02']",A02,G01
Pro_11320,S04_D01_E49,E49,버려진,"['S04', 'D01']",A02,G01
Pro_05122,S04_D02_E31,E31,두려운,"['S04', 'D02']",A02,G01
Pro_12219,S11_D02_E48,E48,괴로워하는,"['S11', 'D02']",A02,G01
Pro_07268,S09_D02_E17,E17,구역질 나는,"['S09', 'D02']",A02,G01
Pro_08624,S07_D02_E53,E53,외로운,"['S07', 'D02']",A02,G01
Pro_07270,S09_D02_E19,E19,성가신,"['S09', 'D02']",A02,G01
Pro_07048,S07_D02_E37,E37,걱정스러운,"['S07', 'D02']",A02,G01
Pro_12422,S13_D02_E11,E11,툴툴대는,"['S13', 'D02']",A02,G01
Pro_05393,S06_D02_E62,E62,신뢰하는,"['S06', 'D02']",A02,G01
Pro_08823,S09_D02_E12,E12,좌절한,"['S09', 'D02']",A02,G01
Pro_07418,S10_D02_E47,E47,억울한,"['S10', 'D02']",A02,G01
Pro_07021,S07_D02_E10,E10,분노,"['S07', 'D02']",A02,G01
Pro_11352,S04_D02_E21,E21,실망한,"['S04', 'D02']",A02,G01
Pro_08723,S08_D02_E32,E32,스트레스 받는,"['S08', 'D02']",A02,G01
Pro_09800,S04_D02_E29,E29,환멸을 느끼는,"['S04', 'D02']",A02,G01
Pro_05119,S04_D02_E28,E28,낙담한,"['S04', 'D02']",A02,G01
Pro_10677,S11_D02_E66,E66,느긋,"['S11', 'D02']",A02,G01
Pro_01629,S01_D02_E18,E18,노여워하는,"['S01', 'D02']",A02,G01
Pro_03583,S04_D02_E52,E52,남의 시선을 의식하는,"['S04', 'D02']",A02,G01
Pro_03672,S05_D02_E21,E21,실망한,"['S05', 'D02']",A02,G01
Pro_05147,S04_D02_E56,E56,부끄러운,"['S04', 'D02']",A02,G01
Pro_05229,S05_D02_E18,E18,노여워하는,"['S05', 'D02']",A02,G01
Pro_01795,S02_D02_E64,E64,만족스러운,"['S02', 'D02']",A02,G01
Pro_00061,S01_D02_E10,E10,분노,"['S01', 'D02']",A02,G01
Pro_08996,S10_D02_E65,E65,흥분,"['S10', 'D02']",A02,G01
Pro_12397,S13_D01_E46,E46,희생된,"['S13', 'D01']",A02,G01
Pro_12474,S13_D02_E63,E63,편안한,"['S13', 'D02']",A02,G01
Pro_05245,S05_D02_E34,E34,혼란스러운,"['S05', 'D02']",A02,G01
Pro_05374,S06_D02_E43,E43,고립된,"['S06', 'D02']",A02,G01
Pro_11366,S04_D02_E35,E35,당혹스러운,"['S04', 'D02']",A02,G01
Pro_10667,S11_D02_E56,E56,부끄러운,"['S11', 'D02']",A02,G01
Pro_01920,S03_D02_E69,E69,자신하는,"['S03', 'D02']",A02,G01
Pro_01796,S02_D02_E65,E65,흥분,"['S02', 'D02']",A02,G01
Pro_00359,S03_D02_E68,E68,신이 난,"['S03', 'D02']",A02,G01
Pro_08743,S08_D02_E52,E52,남의 시선을 의식하는,"['S08', 'D02']",A02,G01
Pro_05254,S05_D02_E43,E43,고립된,"['S05', 'D02']",A02,G01
Pro_12177,S11_D01_E66,E66,느긋,"['S11', 'D01']",A02,G01
Pro_01872,S03_D02_E21,E21,실망한,"['S03', 'D02']",A02,G01
Pro_00106,S01_D02_E55,E55,죄책감의,"['S01', 'D02']",A02,G01
Pro_08634,S07_D02_E63,E63,편안한,"['S07', 'D02']",A02,G01
Pro_08602,S07_D02_E31,E31,두려운,"['S07', 'D02']",A02,G01
Pro_05278,S05_D02_E67,E67,안도,"['S05', 'D02']",A02,G01
Pro_08845,S09_D02_E34,E34,혼란스러운,"['S09', 'D02']",A02,G01
Pro_11301,S04_D01_E30,E30,불안,"['S04', 'D01']",A02,G01
Pro_01767,S02_D02_E36,E36,회의적인,"['S02', 'D02']",A02,G01
Pro_01756,S02_D02_E25,E25,마비된,"['S02', 'D02']",A02,G01
Pro_09750,S04_D01_E39,E39,초조한,"['S04', 'D01']",A02,G01
Pro_09727,S04_D01_E16,E16,안달하는,"['S04', 'D01']",A02,G01
Pro_11310,S04_D01_E39,E39,초조한,"['S04', 'D01']",A02,G01
Pro_05144,S04_D02_E53,E53,외로운,"['S04', 'D02']",A02,G01
Pro_00198,S02_D02_E27,E27,눈물이 나는,"['S02', 'D02']",A02,G01
Pro_01763,S02_D02_E32,E32,스트레스 받는,"['S02', 'D02']",A02,G01
Pro_12189,S11_D02_E18,E18,노여워하는,"['S11', 'D02']",A02,G01
Pro_05233,S05_D02_E22,E22,비통한,"['S05', 'D02']",A02,G01
Pro_07398,S10_D02_E27,E27,눈물이 나는,"['S10', 'D02']",A02,G01
Pro_03835,S06_D02_E64,E64,만족스러운,"['S06', 'D02']",A02,G01
Pro_01628,S01_D02_E17,E17,구역질 나는,"['S01', 'D02']",A02,G01
Pro_08855,S09_D02_E44,E44,충격 받은,"['S09', 'D02']",A02,G01
Pro_08879,S09_D02_E68,E68,신이 난,"['S09', 'D02']",A02,G01
Pro_07046,S07_D02_E35,E35,당혹스러운,"['S07', 'D02']",A02,G01
Pro_03824,S06_D02_E53,E53,외로운,"['S06', 'D02']",A02,G01
Pro_03828,S06_D02_E57,E57,혐오스러운,"['S06', 'D02']",A02,G01
Pro_03788,S06_D02_E17,E17,구역질 나는,"['S06', 'D02']",A02,G01
Pro_01887,S03_D02_E36,E36,회의적인,"['S03', 'D02']",A02,G01
Pro_12415,S13_D01_E64,E64,만족스러운,"['S13', 'D01']",A02,G01
Pro_05249,S05_D02_E38,E38,조심스러운,"['S05', 'D02']",A02,G01
Pro_10829,S13_D01_E38,E38,조심스러운,"['S13', 'D01']",A02,G01
Pro_09766,S04_D01_E55,E55,죄책감의,"['S04', 'D01']",A02,G01
Pro_03665,S05_D02_E14,E14,방어적인,"['S05', 'D02']",A02,G01
Pro_11333,S04_D01_E62,E62,신뢰하는,"['S04', 'D01']",A02,G01
Pro_11288,S04_D01_E17,E17,구역질 나는,"['S04', 'D01']",A02,G01
Pro_03679,S05_D02_E28,E28,낙담한,"['S05', 'D02']",A02,G01
Pro_12139,S11_D01_E28,E28,낙담한,"['S11', 'D01']",A02,G01
Pro_03583,S04_D02_E52,E52,남의 시선을 의식하는,"['S04', 'D02']",A02,G01
Pro_03569,S04_D02_E38,E38,조심스러운,"['S04', 'D02']",A02,G01
Pro_10669,S11_D02_E58,E58,한심한,"['S11', 'D02']",A02,G01
Pro_09767,S04_D01_E56,E56,부끄러운,"['S04', 'D01']",A02,G01
Pro_03559,S04_D02_E28,E28,낙담한,"['S04', 'D02']",A02,G01
Pro_00100,S01_D02_E49,E49,버려진,"['S01', 'D02']",A02,G01
Pro_05353,S06_D02_E22,E22,비통한,"['S06', 'D02']",A02,G01
Pro_05400,S06_D02_E69,E69,자신하는,"['S06', 'D02']",A02,G01
Pro_10828,S13_D01_E37,E37,걱정스러운,"['S13', 'D01']",A02,G01
Pro_03565,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
Pro_03819,S06_D02_E48,E48,괴로워하는,"['S06', 'D02']",A02,G01
Pro_12179,S11_D01_E68,E68,신이 난,"['S11', 'D01']",A02,G01
Pro_07143,S08_D02_E12,E12,좌절한,"['S08', 'D02']",A02,G01
Pro_10910,S13_D02_E59,E59,혼란스러운(당황한),"['S13', 'D02']",A02,G01
Pro_01870,S03_D02_E19,E19,성가신,"['S03', 'D02']",A02,G01
Pro_11292,S04_D01_E21,E21,실망한,"['S04', 'D01']",A02,G01
Pro_01891,S03_D02_E40,E40,상처,"['S03', 'D02']",A02,G01
Pro_00320,S03_D02_E29,E29,환멸을 느끼는,"['S03', 'D02']",A02,G01
Pro_05144,S04_D02_E53,E53,외로운,"['S04', 'D02']",A02,G01
Pro_01917,S03_D02_E66,E66,느긋,"['S03', 'D02']",A02,G01
Pro_05249,S05_D02_E38,E38,조심스러운,"['S05', 'D02']",A02,G01
Pro_07312,S09_D02_E61,E61,감사하는,"['S09', 'D02']",A02,G01
Pro_11381,S04_D02_E50,E50,당황,"['S04', 'D02']",A02,G01
Pro_07042,S07_D02_E31,E31,두려운,"['S07', 'D02']",A02,G01
Pro_07266,S09_D02_E15,E15,악의적인,"['S09', 'D02']",A02,G01
Pro_10803,S13_D01_E12,E12,좌절한,"['S13', 'D01']",A02,G01
Pro_05277,S05_D02_E66,E66,느긋,"['S05', 'D02']",A02,G01
Pro_08965,S10_D02_E34,E34,혼란스러운,"['S10', 'D02']",A02,G01
Pro_05141,S04_D02_E50,E50,당황,"['S04', 'D02']",A02,G01
Pro_12170,S11_D01_E59,E59,혼란스러운(당황한),"['S11', 'D01']",A02,G01
Pro_01671,S01_D02_E60,E60,기쁨,"['S01', 'D02']",A02,G01
Pro_01744,S02_D02_E13,E13,짜증내는,"['S02', 'D02']",A02,G01
Pro_12386,S13_D01_E35,E35,당혹스러운,"['S13', 'D01']",A02,G01
Pro_03803,S06_D02_E32,E32,스트레스 받는,"['S06', 'D02']",A02,G01
Pro_07314,S09_D02_E63,E63,편안한,"['S09', 'D02']",A02,G01
Pro_08834,S09_D02_E23,E23,후회되는,"['S09', 'D02']",A02,G01
Pro_05370,S06_D02_E39,E39,초조한,"['S06', 'D02']",A02,G01
Pro_01756,S02_D02_E25,E25,마비된,"['S02', 'D02']",A02,G01
Pro_07069,S07_D02_E58,E58,한심한,"['S07', 'D02']",A02,G01
Pro_09723,S04_D01_E12,E12,좌절한,"['S04', 'D01']",A02,G01
Pro_05253,S05_D02_E42,E42,배신당한,"['S05', 'D02']",A02,G01
Pro_01675,S01_D02_E64,E64,만족스러운,"['S01', 'D02']",A02,G01
Pro_08759,S08_D02_E68,E68,신이 난,"['S08', 'D02']",A02,G01
Pro_09754,S04_D01_E43,E43,고립된,"['S04', 'D01']",A02,G01
Pro_10594,S11_D01_E43,E43,고립된,"['S11', 'D01']",A02,G01
Pro_05224,S05_D02_E13,E13,짜증내는,"['S05', 'D02']",A02,G01
Pro_03585,S04_D02_E54,E54,열등감,"['S04', 'D02']",A02,G01
Pro_05113,S04_D02_E22,E22,비통한,"['S04', 'D02']",A02,G01
Pro_08975,S10_D02_E44,E44,충격 받은,"['S10', 'D02']",A02,G01
Pro_12193,S11_D02_E22,E22,비통한,"['S11', 'D02']",A02,G01
Pro_08742,S08_D02_E51,E51,고립된(당황한),"['S08', 'D02']",A02,G01
Pro_03839,S06_D02_E68,E68,신이 난,"['S06', 'D02']",A02,G01
Pro_08821,S09_D02_E10,E10,분노,"['S09', 'D02']",A02,G01
Pro_08944,S10_D02_E13,E13,짜증내는,"['S10', 'D02']",A02,G01
Pro_12418,S13_D01_E67,E67,안도,"['S13', 'D01']",A02,G01
Pro_05242,S05_D02_E31,E31,두려운,"['S05', 'D02']",A02,G01
Pro_05152,S04_D02_E61,E61,감사하는,"['S04', 'D02']",A02,G01
Pro_03667,S05_D02_E16,E16,안달하는,"['S05', 'D02']",A02,G01
Pro_01785,S02_D02_E54,E54,열등감,"['S02', 'D02']",A02,G01
Pro_09809,S04_D02_E38,E38,조심스러운,"['S04', 'D02']",A02,G01
Pro_03593,S04_D02_E62,E62,신뢰하는,"['S04', 'D02']",A02,G01
Pro_07288,S09_D02_E37,E37,걱정스러운,"['S09', 'D02']",A02,G01
Pro_08824,S09_D02_E13,E13,짜증내는,"['S09', 'D02']",A02,G01
Pro_05261,S05_D02_E50,E50,당황,"['S05', 'D02']",A02,G01
Pro_05366,S06_D02_E35,E35,당혹스러운,"['S06', 'D02']",A02,G01
Pro_09818,S04_D02_E47,E47,억울한,"['S04', 'D02']",A02,G01
Pro_12134,S11_D01_E23,E23,후회되는,"['S11', 'D01']",A02,G01
Pro_07028,S07_D02_E17,E17,구역질 나는,"['S07', 'D02']",A02,G01
Pro_01752,S02_D02_E21,E21,실망한,"['S02', 'D02']",A02,G01
Pro_05109,S04_D02_E18,E18,노여워하는,"['S04', 'D02']",A02,G01
Pro_12172,S11_D01_E61,E61,감사하는,"['S11', 'D01']",A02,G01
Pro_10920,S13_D02_E69,E69,자신하는,"['S13', 'D02']",A02,G01
Pro_05108,S04_D02_E17,E17,구역질 나는,"['S04', 'D02']",A02,G01
Pro_03689,S05_D02_E38,E38,조심스러운,"['S05', 'D02']",A02,G01
Pro_08833,S09_D02_E22,E22,비통한,"['S09', 'D02']",A02,G01
Pro_05157,S04_D02_E66,E66,느긋,"['S04', 'D02']",A02,G01
Pro_12127,S11_D01_E16,E16,안달하는,"['S11', 'D01']",A02,G01
Pro_09728,S04_D01_E17,E17,구역질 나는,"['S04', 'D01']",A02,G01
Pro_08588,S07_D02_E17,E17,구역질 나는,"['S07', 'D02']",A02,G01
Pro_05222,S05_D02_E11,E11,툴툴대는,"['S05', 'D02']",A02,G01
Pro_08755,S08_D02_E64,E64,만족스러운,"['S08', 'D02']",A02,G01
Pro_09787,S04_D02_E16,E16,안달하는,"['S04', 'D02']",A02,G01
Pro_05374,S06_D02_E43,E43,고립된,"['S06', 'D02']",A02,G01
Pro_00339,S03_D02_E48,E48,괴로워하는,"['S03', 'D02']",A02,G01
Pro_12406,S13_D01_E55,E55,죄책감의,"['S13', 'D01']",A02,G01
Pro_03694,S05_D02_E43,E43,고립된,"['S05', 'D02']",A02,G01
Pro_05280,S05_D02_E69,E69,자신하는,"['S05', 'D02']",A02,G01
Pro_09828,S04_D02_E57,E57,혐오스러운,"['S04', 'D02']",A02,G01
Pro_03664,S05_D02_E13,E13,짜증내는,"['S05', 'D02']",A02,G01
Pro_09749,S04_D01_E38,E38,조심스러운,"['S04', 'D01']",A02,G01
Pro_11367,S04_D02_E36,E36,회의적인,"['S04', 'D02']",A02,G01
Pro_12141,S11_D01_E30,E30,불안,"['S11', 'D01']",A02,G01
Pro_08707,S08_D02_E16,E16,안달하는,"['S08', 'D02']",A02,G01
Pro_07072,S07_D02_E61,E61,감사하는,"['S07', 'D02']",A02,G01
Pro_07049,S07_D02_E38,E38,조심스러운,"['S07', 'D02']",A02,G01
Pro_00089,S01_D02_E38,E38,조심스러운,"['S01', 'D02']",A02,G01
Pro_08877,S09_D02_E66,E66,느긋,"['S09', 'D02']",A02,G01
Pro_11377,S04_D02_E46,E46,희생된,"['S04', 'D02']",A02,G01
Pro_10827,S13_D01_E36,E36,회의적인,"['S13', 'D01']",A02,G01
Pro_05351,S06_D02_E20,E20,슬픔,"['S06', 'D02']",A02,G01
Pro_01889,S03_D02_E38,E38,조심스러운,"['S03', 'D02']",A02,G01
Pro_05157,S04_D02_E66,E66,느긋,"['S04', 'D02']",A02,G01
Pro_08838,S09_D02_E27,E27,눈물이 나는,"['S09', 'D02']",A02,G01
Pro_05160,S04_D02_E69,E69,자신하는,"['S04', 'D02']",A02,G01
Pro_08711,S08_D02_E20,E20,슬픔,"['S08', 'D02']",A02,G01
Pro_07033,S07_D02_E22,E22,비통한,"['S07', 'D02']",A02,G01
Pro_12208,S11_D02_E37,E37,걱정스러운,"['S11', 'D02']",A02,G01
Pro_12220,S11_D02_E49,E49,버려진,"['S11', 'D02']",A02,G01
Pro_08709,S08_D02_E18,E18,노여워하는,"['S08', 'D02']",A02,G01
Pro_07436,S10_D02_E65,E65,흥분,"['S10', 'D02']",A02,G01
Pro_05230,S05_D02_E19,E19,성가신,"['S05', 'D02']",A02,G01
Pro_08980,S10_D02_E49,E49,버려진,"['S10', 'D02']",A02,G01
Pro_08828,S09_D02_E17,E17,구역질 나는,"['S09', 'D02']",A02,G01
Pro_08967,S10_D02_E36,E36,회의적인,"['S10', 'D02']",A02,G01
Pro_05112,S04_D02_E21,E21,실망한,"['S04', 'D02']",A02,G01
Pro_07166,S08_D02_E35,E35,당혹스러운,"['S08', 'D02']",A02,G01
Pro_10915,S13_D02_E64,E64,만족스러운,"['S13', 'D02']",A02,G01
Pro_03829,S06_D02_E58,E58,한심한,"['S06', 'D02']",A02,G01
Pro_11352,S04_D02_E21,E21,실망한,"['S04', 'D02']",A02,G01
Pro_09780,S04_D01_E69,E69,자신하는,"['S04', 'D01']",A02,G01
Pro_03580,S04_D02_E49,E49,버려진,"['S04', 'D02']",A02,G01
Pro_12404,S13_D01_E53,E53,외로운,"['S13', 'D01']",A02,G01
Pro_01753,S02_D02_E22,E22,비통한,"['S02', 'D02']",A02,G01
Pro_07021,S07_D02_E10,E10,분노,"['S07', 'D02']",A02,G01
Pro_08585,S07_D02_E14,E14,방어적인,"['S07', 'D02']",A02,G01
Pro_08877,S09_D02_E66,E66,느긋,"['S09', 'D02']",A02,G01
Pro_00081,S01_D02_E30,E30,불안,"['S01', 'D02']",A02,G01
Pro_05375,S06_D02_E44,E44,충격 받은,"['S06', 'D02']",A02,G01
Pro_05250,S05_D02_E39,E39,초조한,"['S05', 'D02']",A02,G01
Pro_07036,S07_D02_E25,E25,마비된,"['S07', 'D02']",A02,G01
Pro_07429,S10_D02_E58,E58,한심한,"['S10', 'D02']",A02,G01
Pro_09811,S04_D02_E40,E40,상처,"['S04', 'D02']",A02,G01
Pro_01657,S01_D02_E46,E46,희생된,"['S01', 'D02']",A02,G01
Pro_01628,S01_D02_E17,E17,구역질 나는,"['S01', 'D02']",A02,G01
Pro_05251,S05_D02_E40,E40,상처,"['S05', 'D02']",A02,G01
Pro_03692,S05_D02_E41,E41,질투하는,"['S05', 'D02']",A02,G01
Pro_09744,S04_D01_E33,E33,취약한,"['S04', 'D01']",A02,G01
Pro_05346,S06_D02_E15,E15,악의적인,"['S06', 'D02']",A02,G01
Pro_10575,S11_D01_E24,E24,우울한,"['S11', 'D01']",A02,G01
Pro_05358,S06_D02_E27,E27,눈물이 나는,"['S06', 'D02']",A02,G01
Pro_08614,S07_D02_E43,E43,고립된,"['S07', 'D02']",A02,G01
Pro_05376,S06_D02_E45,E45,"가난한, 불우한","['S06', 'D02']",A02,G01
Pro_01663,S01_D02_E52,E52,남의 시선을 의식하는,"['S01', 'D02']",A02,G01
Pro_01864,S03_D02_E13,E13,짜증내는,"['S03', 'D02']",A02,G01
Pro_07141,S08_D02_E10,E10,분노,"['S08', 'D02']",A02,G01
Pro_12135,S11_D01_E24,E24,우울한,"['S11', 'D01']",A02,G01
Pro_07416,S10_D02_E45,E45,"가난한, 불우한","['S10', 'D02']",A02,G01
Pro_11288,S04_D01_E17,E17,구역질 나는,"['S04', 'D01']",A02,G01
Pro_05249,S05_D02_E38,E38,조심스러운,"['S05', 'D02']",A02,G01
Pro_12429,S13_D02_E18,E18,노여워하는,"['S13', 'D02']",A02,G01
Pro_12440,S13_D02_E29,E29,환멸을 느끼는,"['S13', 'D02']",A02,G01
Pro_03688,S05_D02_E37,E37,걱정스러운,"['S05', 'D02']",A02,G01
Pro_05348,S06_D02_E17,E17,구역질 나는,"['S06', 'D02']",A02,G01
Pro_03831,S06_D02_E60,E60,기쁨,"['S06', 'D02']",A02,G01
Pro_05146,S04_D02_E55,E55,죄책감의,"['S04', 'D02']",A02,G01
Pro_05263,S05_D02_E52,E52,남의 시선을 의식하는,"['S05', 'D02']",A02,G01
Pro_05114,S04_D02_E23,E23,후회되는,"['S04', 'D02']",A02,G01
Pro_08621,S07_D02_E50,E50,당황,"['S07', 'D02']",A02,G01
Pro_12184,S11_D02_E13,E13,짜증내는,"['S11', 'D02']",A02,G01
Pro_05237,S05_D02_E26,E26,염세적인,"['S05', 'D02']",A02,G01
Pro_05248,S05_D02_E37,E37,걱정스러운,"['S05', 'D02']",A02,G01
Pro_03712,S05_D02_E61,E61,감사하는,"['S05', 'D02']",A02,G01
Pro_01781,S02_D02_E50,E50,당황,"['S02', 'D02']",A02,G01
Pro_11346,S04_D02_E15,E15,악의적인,"['S04', 'D02']",A02,G01
Pro_03666,S05_D02_E15,E15,악의적인,"['S05', 'D02']",A02,G01
Pro_07022,S07_D02_E11,E11,툴툴대는,"['S07', 'D02']",A02,G01
Pro_05125,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
Pro_07273,S09_D02_E22,E22,비통한,"['S09', 'D02']",A02,G01
Pro_00340,S03_D02_E49,E49,버려진,"['S03', 'D02']",A02,G01
Pro_05397,S06_D02_E66,E66,느긋,"['S06', 'D02']",A02,G01
Pro_03664,S05_D02_E13,E13,짜증내는,"['S05', 'D02']",A02,G01
Pro_01893,S03_D02_E42,E42,배신당한,"['S03', 'D02']",A02,G01
Pro_05361,S06_D02_E30,E30,불안,"['S06', 'D02']",A02,G01
Pro_00103,S01_D02_E52,E52,남의 시선을 의식하는,"['S01', 'D02']",A02,G01
Pro_11389,S04_D02_E58,E58,한심한,"['S04', 'D02']",A02,G01
Pro_12198,S11_D02_E27,E27,눈물이 나는,"['S11', 'D02']",A02,G01
Pro_00106,S01_D02_E55,E55,죄책감의,"['S01', 'D02']",A02,G01
Pro_05356,S06_D02_E25,E25,마비된,"['S06', 'D02']",A02,G01
Pro_12218,S11_D02_E47,E47,억울한,"['S11', 'D02']",A02,G01
Pro_11334,S04_D01_E63,E63,편안한,"['S04', 'D01']",A02,G01
Pro_03702,S05_D02_E51,E51,고립된(당황한),"['S05', 'D02']",A02,G01
Pro_05232,S05_D02_E21,E21,실망한,"['S05', 'D02']",A02,G01
Pro_05358,S06_D02_E27,E27,눈물이 나는,"['S06', 'D02']",A02,G01
Pro_08842,S09_D02_E31,E31,두려운,"['S09', 'D02']",A02,G01
Pro_03686,S05_D02_E35,E35,당혹스러운,"['S05', 'D02']",A02,G01
Pro_05105,S04_D02_E14,E14,방어적인,"['S04', 'D02']",A02,G01
Pro_05372,S06_D02_E41,E41,질투하는,"['S06', 'D02']",A02,G01
Pro_05256,S05_D02_E45,E45,"가난한, 불우한","['S05', 'D02']",A02,G01
Pro_08994,S10_D02_E63,E63,편안한,"['S10', 'D02']",A02,G01
Pro_00338,S03_D02_E47,E47,억울한,"['S03', 'D02']",A02,G01
Pro_03827,S06_D02_E56,E56,부끄러운,"['S06', 'D02']",A02,G01
Pro_05362,S06_D02_E31,E31,두려운,"['S06', 'D02']",A02,G01
Pro_03599,S04_D02_E68,E68,신이 난,"['S04', 'D02']",A02,G01
Pro_11303,S04_D01_E32,E32,스트레스 받는,"['S04', 'D01']",A02,G01
Pro_07270,S09_D02_E19,E19,성가신,"['S09', 'D02']",A02,G01
Pro_08754,S08_D02_E63,E63,편안한,"['S08', 'D02']",A02,G01
Pro_11283,S04_D01_E12,E12,좌절한,"['S04', 'D01']",A02,G01
Pro_08732,S08_D02_E41,E41,질투하는,"['S08', 'D02']",A02,G01
Pro_03798,S06_D02_E27,E27,눈물이 나는,"['S06', 'D02']",A02,G01
Pro_05244,S05_D02_E33,E33,취약한,"['S05', 'D02']",A02,G01
Pro_11365,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
